Current projects signed as at 31 March 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique HMT Project ID,Project Name,Department,Procuring authority,Sector,Constituency,Region,Project Status,Date Of OJEU,Date of preferred bidder,Date of financial close,Date of construction completion,First date of operations,Operational period of contract (years),On / Off balance sheet under IFRS,On / Off balance sheet under ESA 95,On / Off balance sheet under UK GAAP,Capital Value (£m),Unitary charge payment 1992-93 (£m),Unitary charge payment 1993-94 (£m),Unitary charge payment 1994-95 (£m),Unitary charge payment 1995-96 (£m),Unitary charge payment 1996-97 (£m),Unitary charge payment 1997-98 (£m),Unitary charge payment 1998-99 (£m),Unitary charge payment 1999-00 (£m),Unitary charge payment 2000-01 (£m),Unitary charge payment 2001-02 (£m),Unitary charge payment 2002-03 (£m),Unitary charge payment 2003-04 (£m),Unitary charge payment 2004-05 (£m),Unitary charge payment 2005-06 (£m),Unitary charge payment 2006-07 (£m),Unitary charge payment 2007-08 (£m),Unitary charge payment 2008-09 (£m),Unitary charge payment 2009-10 (£m),Unitary charge payment 2010-11 (£m),Unitary charge payment 2011-12 (£m),Unitary charge payment 2012-13 (£m),Estimated unitary charge payment 2013-14 (£m),Estimated unitary charge payment 2014-15 (£m),Estimated unitary charge payment 2015-16 (£m),Estimated unitary charge payment 2016-17 (£m),Estimated unitary charge payment 2017-18 (£m),Estimated unitary charge payment 2018-19 (£m),Estimated unitary charge payment 2019-20 (£m),Estimated unitary charge payment 2020-21 (£m),Estimated unitary charge payment 2021-22 (£m),Estimated unitary charge payment 2022-23 (£m),Estimated unitary charge payment 2023-24 (£m),Estimated unitary charge payment 2024-25 (£m),Estimated unitary charge payment 2025-26 (£m),Estimated unitary charge payment 2026-27 (£m),Estimated unitary charge payment 2027-28 (£m),Estimated unitary charge payment 2028-29 (£m),Estimated unitary charge payment 2029-30 (£m),Estimated unitary charge payment 2030-31 (£m),Estimated unitary charge payment 2031-32 (£m),Estimated unitary charge payment 2032-33 (£m),Estimated unitary charge payment 2033-34 (£m),Estimated unitary charge payment 2034-35 (£m),Estimated unitary charge payment 2035-36 (£m),Estimated unitary charge payment 2036-37 (£m),Estimated unitary charge payment 2037-38 (£m),Estimated unitary charge payment 2038-39 (£m),Estimated unitary charge payment 2039-40 (£m),Estimated unitary charge payment 2040-41 (£m),Estimated unitary charge payment 2041-42 (£m),Estimated unitary charge payment 2042-43 (£m),Estimated unitary charge payment 2043-44 (£m),Estimated unitary charge payment 2044-45 (£m),Estimated unitary charge payment 2045-46 (£m),Estimated unitary charge payment 2046-47 (£m),Estimated unitary charge payment 2047-48 (£m),Estimated unitary charge payment 2048-49 (£m),Estimated unitary charge payment 2049-50 (£m),Estimated unitary charge payment 2050-51 (£m),Estimated unitary charge payment 2051-52 (£m),Estimated unitary charge payment 2052-53 (£m),Estimated unitary charge payment 2053-54 (£m),Estimated unitary charge payment 2054-55 (£m),Estimated unitary charge payment 2055-56 (£m),Estimated unitary charge payment 2056-57 (£m),Estimated unitary charge payment 2057-58 (£m),Estimated unitary charge payment 2058-59 (£m),Estimated unitary charge payment 2059-60 (£m),Equity holder 1: Name,Equity holder 1: Equity share (%),"Equity holder 1: change of ownership since March 2011? 
(Yes / No)",Equity holder 2: Name,Equity holder 2: Equity share (%),"Equity holder 2: change of ownership since March 2011? 
(Yes / No)",Equity holder 3: Name,Equity holder 3: Equity share (%),"Equity holder 3: change of ownership since March 2011? 
(Yes / No)",Equity holder 4: Name,Equity holder 4: Equity share (%),"Equity holder 4: change of ownership since March 2011? 
(Yes / No)",Equity holder 5: Name,Equity holder 5: Equity share (%),"Equity holder 5: change of ownership since March 2011? 
(Yes / No)",Equity holder 6: Name,Equity holder 6: Equity share (%),"Equity holder 6: change of ownership since March 2011? 
(Yes / No)",SPV name,SPV company number,SPV address
613,Stirling Schools,SCOTTISH GOVERNMENT (GROUP),Stirling,Schools (Non-BSF),Stirling,SCOTLAND,InOperation,2003-10-03,2004-12-10,2006-04-21,2008-09-01,2008-09-01,33,ON,N/K,OFF,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.8,9.2,9.6,9.8,10.1,10.3,10.6,10.9,11.2,11.4,11.7,12.0,12.3,12.6,12.9,13.2,13.6,13.9,14.1,14.6,15.0,15.3,15.7,16.1,16.6,16.9,17.4,17.8,18.3,18.7,19.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barclays Infrastructure Finance,50.0%,NO,Ogilviies Securities,12.5%,NO,Stewart Milne Construction LTD,12.5%,NO,Forth Holdings,12.5%,NO,Gateway PFI,12.5%,NO,,,,Stirling Gateway Ltd,SC291034,"3 Glenfinlas Street, Edinburgh EHS 6AQ"
614,Police Force Training Centre ,SCOTTISH GOVERNMENT (GROUP),Strathclyde Police,Other,Ochil & South Perthshire,SCOTLAND,InOperation,1997-01-01,1998-04-01,1999-12-01,2000-10-01,2000-10-01,25,ON,N/K,OFF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.1,3.8,4.1,4.1,4.2,4.6,4.5,4.6,4.4,4.3,4.4,4.5,4.5,4.6,4.6,4.7,4.7,4.8,4.8,4.9,4.9,5.0,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Strathclyde Limited Partnership,100.0%,NO,,,,,,,,,,,,,,,,Strathclyde Limited Partnership,3736262,"2 London Bride, London, SE1 9RA"
615,M80 Stepps to Haggs,SCOTTISH GOVERNMENT (GROUP),Transport Scotland,Roads and Highway Maintenance,More than one,SCOTLAND,InOperation,2006-09-01,2008-08-01,2009-01-16,2011-09-09,2011-09-09,31,ON,OFF,N/K,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,26.9,28.3,28.5,28.6,28.8,29.0,29.1,29.3,29.5,29.7,29.8,30.0,30.2,30.4,30.5,30.7,30.9,31.0,31.2,31.4,31.6,31.8,31.9,32.1,32.3,32.5,32.7,32.9,33.1,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bilfinger Berger Project Investments,83.0%,NO,John Graham (Dromore) limited,10.0%,NO,Northstone (NI) Limited,7.0%,NO,,,,,,,,,,Highways Management(Scotland) Ltd,6682820,"3RD FLOOR BRAYWICK GATE BRAYWICK ROAD MAIDENHEAD BERKSHIRE United Kingdom, SL6 1DA"
616,West Dunbartonshire Schools,SCOTTISH GOVERNMENT (GROUP),West Dunbartonshire,Schools (Non-BSF),West Dunbartonshire,SCOTLAND,InOperation,2005-12-17,2007-04-17,2008-01-21,2010-10-01,2010-10-01,31,ON,N/K,OFF,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.5,11.5,10.8,11.0,11.3,11.6,11.9,12.2,12.5,12.8,13.1,13.4,13.8,14.1,14.5,14.8,15.2,15.6,16.0,16.4,16.8,17.2,17.6,18.1,18.5,19.0,19.4,19.9,20.4,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stichting Depositary PGGM,80.0%,YES,BAM PPP bv.,20.0%,YES,,,,,,,,,,,,,BAM PPP Uk Ltd Kelvin House Buchanan Gate Business Park Stepps Glasgow G33 6FB,N/K,N/K
617,West Lothian Schools PPP2 (PPP3),SCOTTISH GOVERNMENT (GROUP),West Lothian,Schools (Non-BSF),More than one,SCOTLAND,InOperation,2006-03-31,2007-01-16,2007-08-17,2009-08-01,2009-08-01,31,ON,N/K,OFF,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.8,6.1,6.4,6.6,6.8,7.0,7.3,7.5,7.7,8.0,8.3,8.5,8.8,9.1,9.4,9.7,10.0,10.3,10.7,11.0,11.4,11.8,12.2,12.6,13.0,13.4,13.8,14.3,14.8,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Redwood Partnership Venture,100.0%,YES,,,,,,,,,,,,,,,,HDM Schools Solutions Limited,SC301370,"Stanley Court, Epsom Avenue, Handforth Dean, Cheshire SK9 3RL"
618,West Lothian Schools PPP1,SCOTTISH GOVERNMENT (GROUP),West Lothian,Schools (Non-BSF),More than one,SCOTLAND,InOperation,1999-12-01,2000-12-14,2001-08-03,2002-11-08,2002-11-08,26,ON,N/K,OFF,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.2,6.4,6.4,6.4,6.6,6.6,6.6,5.1,5.3,5.5,5.6,5.8,5.9,6.1,6.2,6.4,6.5,6.7,6.9,7.0,7.2,7.4,7.6,7.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barclays,100.0%,NO,,,,,,,,,,,,,,,,Alpha Schools West Lothian Ltd,SC212848,"2nd Floor, 11 Thistle Street, Edinburgh EH12 1DF"
619,Maesteg Comprehensive School,WELSH ASSEMBLY GOVERNMENT (GROUP),Bridgend,Schools (Non-BSF),Ogmore,WALES,InOperation,2001-03-16,N/K,2006-10-01,2008-07-21,2008-07-28,26,ON,N/K,OFF,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.9,2.9,2.9,3.0,3.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Babcock & Brown Development Investments Limited,100.0%,NO,,,,,,,,,,,,,,,,Amber Infrastructure Ltd ,0.00,Two London Bridge London SE1 9RA
620,Neath Port Talbot Hospital,WELSH ASSEMBLY GOVERNMENT (GROUP),Abertawe Bro Morgannwg University Health Board,Hospitals and Acute Health,Aberavon,WALES,InOperation,1997-02-01,N/K,2000-05-12,Data not supplied by Procuring Authority,2002-12-01,30,ON,N/K,OFF,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,11.6,11.5,11.4,11.8,12.2,12.7,9.8,10.0,10.2,10.6,10.9,11.2,11.5,11.9,12.2,12.6,13.0,13.4,13.8,14.2,14.6,15.0,15.5,16.0,16.4,16.9,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baglan Moor Healthcare,100.0%,NO,,,,,,,,,,,,,,,,Baglan Moor Healthcare,7009647.00,"St Martins' House 1, Gresham Street London EC2V 7BX "
621,SEW Road (Sirhowy Enterprise Way),WELSH ASSEMBLY GOVERNMENT (GROUP),Caerphilly,Other,Islwyn,WALES,InOperation,2000-10-01,N/K,2004-01-21,2005-12-17,2005-12-23,30,ON,N/K,OFF,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.3,5.8,5.2,5.4,5.2,5.1,5.1,5.1,5.0,5.2,5.2,5.1,4.9,4.7,4.5,4.5,4.6,4.7,4.4,4.3,4.2,4.3,4.1,4.0,4.1,2.1,2.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costain Civil Engineering & Construction Ltd,50.0%,NO,Costain Engineering & construction Ltd,50.0%,NO,,,,,,,,,,,,,Sirhowy Enterprise Way Ltd,4921471,"Allington House, 150 Victoria Street, London, SW1E 5LB"
622,Ysgol Gyfun Cwm Rhymni & Lewis Boys,WELSH ASSEMBLY GOVERNMENT (GROUP),Caerphilly,Schools (Non-BSF),Caerphilly,WALES,InOperation,1999-01-29,N/K,2001-04-06,2002-10-03,2002-09-16,31,ON,N/K,OFF,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.9,3.0,3.1,3.2,3.3,3.5,3.5,3.5,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.9,5.0,5.1,5.2,5.4,5.5,5.7,5.8,6.0,6.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Machrie Burn Limited,100.0%,NO,,,,,,,,,,,,,,,,Machrie Limited,4157357.00,"Machrie Ltd, c/o Infrastructure Managers Ltd, 2nd Floor, 11 Thistle Street, Edunburgh, EH2 1DF"
623,St Davids Community Hospital,WELSH ASSEMBLY GOVERNMENT (GROUP),Cardiff and Vale University Health Board,Hospitals and Acute Health,Cardiff South & Penarth,WALES,InOperation,1997-12-01,N/K,2000-03-31,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,31,ON,N/K,OFF,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2.7,2.8,3.1,3.3,3.2,3.4,3.4,3.5,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMC (Impregilo/Macob consortium),100.0%,NO,,,,,,,,,,,,,,,,To be confirmed,0,To be confirmed
624,Energy Management,WELSH ASSEMBLY GOVERNMENT (GROUP),Hywel Dda Local Health Board,Hospitals and Acute Health,Carmarthen West & South Pembrokeshire,WALES,InOperation,N/K,N/K,2000-01-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,32,ON,N/K,OFF,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dalkia,100.0%,NO,,,,,,,,,,,,,,,,To be confirmed,0,To be confirmed
625,Ysgol Gyfun Penweddig,WELSH ASSEMBLY GOVERNMENT (GROUP),Ceredigion,Other,Ceredigion,WALES,InOperation,1998-01-23,N/K,1999-09-16,1999-12-21,1999-12-22,31,ON,OFF,ON,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,1.8,1.8,1.8,1.7,1.7,1.8,1.8,2.0,2.1,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.2,2.0,1.9,1.9,1.9,1.9,1.9,1.8,1.7,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barclays Integrated Infrastructure Fund LP,100.0%,NO,,,,,,,,,,,,,,,,New Schools (Penweddig) Ltd,3773791.00,"New Schools (Penweddig) Ltd, 2nd Floor, 11 Thistle Street, Edinburgh, EH2 1DF"
626,"Renal Dialysis Unit, Ysbyty Glan Clwyd",WELSH ASSEMBLY GOVERNMENT (GROUP),Betsi Cadwaladr CHC,Hospitals and Acute Health,Conwy,WALES,InOperation,N/K,N/K,2000-01-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,32,ON,N/K,OFF,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fresenius Medical Care Renal Services Ltd,100.0%,NO,,,,,,,,,,,,,,,,To be confirmed,0,To be confirmed
627,Conwy Schools Project (3 schools),WELSH ASSEMBLY GOVERNMENT (GROUP),Conwy,Other,Conwy,WALES,InOperation,1999-10-08,N/K,2003-03-12,2005-03-31,2004-08-01,26,ON,N/K,OFF,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,5.8,5.9,6.0,6.1,6.3,6.4,6.6,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.3,8.4,8.5,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HICL Infrastructure Investments LP,90.0%,NO,Sodexo Investment Services Ltd,10.0%,NO,,,,,,,,,,,,,Enterprise Education (Conwy) Ltd,0,"21 St Thomas Street, Bristol"
628,Council offices,WELSH ASSEMBLY GOVERNMENT (GROUP),Denbighshire,Other,Clwyd West,WALES,InOperation,1998-06-25,N/K,2002-10-03,2004-05-16,2004-05-17,25,ON,N/K,OFF,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.1,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.7,2.8,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYOP Ruthin Ltd,100.0%,NO,,,,,,,,,,,,,,,,Neptune PFI (Ruthin ) LTD,0,"Monteith House, Station Road"
629,Lloyd George Avenue & Callaghan Square,WELSH ASSEMBLY GOVERNMENT (GROUP),WELSH ASSEMBLY GOVERNMENT,Hospitals and Acute Health,Cardiff South & Penarth,WALES,InOperation,N/K,N/K,1999-07-09,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,26,ON,N/K,OFF,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.1,5.9,5.8,6.0,6.2,6.4,6.7,6.9,6.9,7.2,7.6,7.8,8.3,8.6,9.0,9.4,9.8,10.2,10.6,11.1,11.6,12.1,12.6,13.1,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vinci Pensions Ltd,61.0%,NO,Laing Roads Ltd,19.5%,NO,PFI Investors Ltd ,19.5%,NO,,,,,,,,,,To be confirmed,0,To be confirmed
630,Chepstow Community Hopsital,WELSH ASSEMBLY GOVERNMENT (GROUP),Aneurin Bevan Local Health Board,Social Care,Monmouth,WALES,InOperation,1995-11-16,N/K,1998-02-13,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,25,ON,N/K,OFF,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.8,1.8,1.9,1.9,2.0,1.8,1.8,1.9,1.9,1.9,2.0,2.0,2.1,2.1,2.2,2.3,2.3,2.4,2.4,2.5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kintra LTD,100.0%,NO,,,,,,,,,,,,,,,,Kintra LTD,3403304.00,"5th Floor, 100Wood Street, London, EC2V 7EX"
631,Day Surgery Unit Nevill Hall Hospital,WELSH ASSEMBLY GOVERNMENT (GROUP),Aneurin Bevan Local Health Board,Social Care,Monmouth,WALES,InOperation,1995-06-07,N/K,1998-05-19,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,25,ON,N/K,ON,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMIF Asset Management LTD (Abergavenny Facilities LTD),100.0%,NO,,,,,,,,,,,,,,,,Abergavenny Facilities LTD,3490223.00,"St Martin's House, No 1 Gresham Street London EC2V 7BX"
632,Energy Management Nevill Hall Hospital,WELSH ASSEMBLY GOVERNMENT (GROUP),Aneurin Bevan Local Health Board,Social Care,Monmouth,WALES,InOperation,1999-07-19,N/K,2000-12-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,26,OFF,N/K,OFF,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honeywell,100.0%,NO,,,,,,,,,,,,,,,,Honeywell Control Systems Ltd,217803.00,"Honeywell House, Arlington Buisness Park, Bracknell, RG12 1EB"
633,Energy Management Royal Gwent/St Woolos Hospitals,WELSH ASSEMBLY GOVERNMENT (GROUP),Aneurin Bevan Local Health Board,Social Care,Newport West,WALES,InOperation,1997-12-10,N/K,1998-10-16,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,16,OFF,N/K,OFF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honeywell,100.0%,NO,,,,,,,,,,,,,,,,Honeywell Control Systems Ltd,217803.00,"Honeywell House, Arlington Buisness Park, Bracknell, RG12 1EB"
634,Monnow Court,WELSH ASSEMBLY GOVERNMENT (GROUP),Aneurin Bevan Local Health Board,Social Care,Monmouth,WALES,InOperation,2003-03-31,N/K,2004-12-21,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,30,ON,N/K,OFF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMIF Asset Management LTD (Abergavenny Facilities LTD),100.0%,NO,,,,,,,,,,,,,,,,Monnow Facilities Ltd,3360313.00,"St Martin's House, No 1 Gresham Street London EC2V 7BX"
635,Glan Usk Primary School (Previously known as Durham Road),WELSH ASSEMBLY GOVERNMENT (GROUP),Newport,Schools (Non-BSF),Newport East,WALES,InOperation,2001-02-09,N/K,2008-03-01,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,26,ON,N/K,OFF,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,1.9,2.0,1.9,1.9,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.4,2.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vinci Pensions Limited,100.0%,NO,,,,,,,,,,,,,,,,To be confirmed,0,To be confirmed
636,Newport Southern Distributor Road,WELSH ASSEMBLY GOVERNMENT (GROUP),Newport,Roads and Highway Maintenance,Newport East,WALES,InOperation,1999-05-28,N/K,2002-03-29,Data not supplied by Procuring Authority,Data not supplied by Procuring Authority,38,ON,N/K,OFF,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,5.4,9.4,5.9,5.6,6.2,6.3,6.4,6.8,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.7,7.8,7.9,8.0,8.1,8.2,8.4,8.5,8.6,8.7,8.9,8.5,8.6,8.7,8.9,9.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morgan Sindall Investments Limited,50.0%,NO,Innisfree,50.0%,NO,,,,,,,,,,,,,To be confirmed,0,To be confirmed
